condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1formula_mlp_proj_remove_alpha_1,exp3_alignment_behavior,behavior_match,0.58,150,A1_formula,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1,exp3_reasoning_em,contains_em,0.53,200,A1_formula,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_formula,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_formula,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1,structural_token_ratio,ratio,0.04936480542251297,1400,A1_formula,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1.5,exp3_alignment_behavior,behavior_match,0.5733333333333334,150,A1_formula,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1.5,exp3_reasoning_em,contains_em,0.535,200,A1_formula,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1.5,format_compliance_v2,compliance_rate,0.4340659340659341,182,A1_formula,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1.5,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1_formula,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_1.5,structural_token_ratio,ratio,0.04801714226800333,1400,A1_formula,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_2,exp3_alignment_behavior,behavior_match,0.78,150,A1_formula,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_2,exp3_reasoning_em,contains_em,0.49,200,A1_formula,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_2,format_compliance_v2,compliance_rate,0.44505494505494503,182,A1_formula,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_2,mmlu_forced_choice,accuracy,0.5,300,A1_formula,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_alpha_2,structural_token_ratio,ratio,0.05197288581443609,1400,A1_formula,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_mlp_proj_remove_baseline,exp3_alignment_behavior,behavior_match,0.58,150,A1_formula,none,1.0,0.0,[]
A1formula_mlp_proj_remove_baseline,exp3_reasoning_em,contains_em,0.53,200,A1_formula,none,1.0,0.0,[]
A1formula_mlp_proj_remove_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_formula,none,1.0,0.0,[]
A1formula_mlp_proj_remove_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_formula,none,1.0,0.0,[]
A1formula_mlp_proj_remove_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1_formula,none,1.0,0.0,[]
A1formula_residual_proj_remove_alpha_0,exp3_alignment_behavior,behavior_match,0.5,150,A1_formula,directional_remove_residual,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1formula_residual_proj_remove_alpha_0,exp3_reasoning_em,contains_em,0.0,200,A1_formula,directional_remove_residual,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
